name,mjd,freq,bw,tobs,dt,df,betaeta,betaetaerr
a050724_233326.rf.pcm.dynspec,53575.982407476346,1432.75,231.0,1919.99,120.0,0.5,82.411726092081,4.293727850306809
a050725_001118.rf.pcm.dynspec,53576.00868062205,1432.75,231.0,1919.99,120.0,0.5,83.39454101713244,3.1568918983840106
a050725_004854.rf.pcm.dynspec,53576.03483805505,1432.75,231.0,1919.99,120.0,0.5,87.6094351905584,3.4128710329393996
a050725_012635.rf.pcm.dynspec,53576.060995454245,1432.75,231.0,1919.99,120.0,0.5,90.31881520802241,4.293727850306809
a050725_020414.rf.pcm.dynspec,53576.087152885644,1432.75,231.0,1919.99,120.0,0.5,80.12496941237755,2.9258879580294206
a050725_024154.rf.pcm.dynspec,53576.113310281646,1432.0,229.5,1920.0,120.0,0.5,88.81451756055314,3.4128710329393996
a050827_210632.rf.pcm.dynspec,53609.88009273052,1432.75,231.0,3599.99,60.0,0.5,89.0479766801781,3.4128710329393996
a050827_231156.rf.pcm.dynspec,53609.96724550332,1432.75,231.0,1439.99,60.0,0.5,87.549555904055,3.2815554257926465
a050828_000046.rf.pcm.dynspec,53610.001273189424,1432.75,231.0,1740.0,60.0,0.5,88.798410510908,3.4128710329393996
a050828_005528.rf.pcm.dynspec,53610.03900467823,1432.75,231.0,2340.0,60.0,0.5,83.99481799054125,3.1568918983840106
a050828_194804.rf.pcm.dynspec,53610.825810223425,1432.75,231.0,3780.0,60.0,0.5,73.87083083874917,2.619821443152283
a050902_175434.rf.pcm.dynspec,53615.74675929432,1432.75,231.0,1920.0,60.0,0.5,80.50199104746443,2.9258879580294206
a050902_194813.rf.pcm.dynspec,53615.82569448862,1432.75,231.0,1920.0,60.0,0.5,80.83905335088446,3.830977858052698
a050907_155313.rf.pcm.dynspec,53620.66250013282,1432.75,231.0,1919.99,60.0,0.5,94.9044181047377,3.851416321570973
a050907_162933.rf.pcm.dynspec,53620.687731637525,1432.75,231.0,1919.99,60.0,0.5,100.52072210849333,4.186344478271465
a050907_170523.rf.pcm.dynspec,53620.71261587142,1432.75,231.0,1919.99,60.0,0.5,96.08209836988233,3.851416321570973
a050907_174143.rf.pcm.dynspec,53620.73784727942,1432.75,231.0,1920.0,60.0,0.5,99.0064585924867,4.014226002482275
a050907_181843.rf.pcm.dynspec,53620.76354180402,1432.75,231.0,1919.99,60.0,0.5,93.30961630634265,3.6972944497657707
a050907_185423.rf.pcm.dynspec,53620.78831022282,1432.75,231.0,1920.0,60.0,0.5,95.69110429930461,3.851416321570973
a050907_193004.rf.pcm.dynspec,53620.813078862324,1432.75,231.0,1919.99,60.0,0.5,96.60738191699801,3.851416321570973
a050907_200543.rf.pcm.dynspec,53620.83784725682,1432.75,231.0,1920.0,60.0,0.5,99.15889856034876,3.851416321570973
a050907_213041.rf.pcm.dynspec,53620.896875038925,1432.75,231.0,1920.0,60.0,0.5,92.50517880938854,3.551288462563946
a050907_220623.rf.pcm.dynspec,53620.92164357653,1432.75,231.0,1920.0,60.0,0.5,91.75490307915312,3.6972944497657707
a050907_224243.rf.pcm.dynspec,53620.94687503732,1432.75,231.0,1920.0,60.0,0.5,87.46938928519802,3.4128710329393996
a050907_233549.rf.pcm.dynspec,53620.98368069832,1432.75,231.0,1919.99,60.0,0.5,94.57330747215913,3.6972944497657707
a050908_001143.rf.pcm.dynspec,53621.00868060222,1432.75,231.0,1920.0,60.0,0.5,88.47282394702935,3.4128710329393996
a051002_201433.rf.pcm.dynspec,53645.84398149837,1432.75,231.0,1920.0,60.0,0.5,66.9131978054725,2.2746926130851506
a051002_205103.rf.pcm.dynspec,53645.86932874857,1432.75,231.0,1920.0,60.0,0.5,66.88743933362271,2.2746926130851506
a051003_152153.rf.pcm.dynspec,53646.640740799274,1432.75,231.0,1920.0,60.0,0.5,75.61646287111039,2.619821443152283
a051016_175627.rf.pcm.dynspec,53659.74803244732,1432.75,231.0,1920.0,60.0,0.5,90.51061784096716,3.551288462563946
a051016_211208.rf.pcm.dynspec,53659.88391208673,1374.75,231.0,1923.0,60.0,0.5,93.02924262393196,3.551288462563946
a051017_145433.rf.pcm.dynspec,53660.62175940642,1368.75,231.0,1919.99,60.0,0.5,88.51076927923378,3.4128710329393996
a051129_143912.rf.pcm.dynspec,53703.61111114502,1368.75,231.0,3659.99,60.0,0.5,53.11715494505803,1.591283365946186
a051201_113303.rf.pcm.dynspec,53705.48182868308,1368.75,231.0,3840.0,60.0,0.5,69.22657583554515,2.4391358830909695
a051201_124143.rf.pcm.dynspec,53705.529513860376,1368.75,231.0,3840.0,60.0,0.5,68.57353057130284,2.2746926130851506
a051220_130413.rf.pcm.dynspec,53724.54525459762,1368.75,231.0,3660.0,60.0,0.5,58.94916998583287,1.8620844736712492
a051220_141033.rf.pcm.dynspec,53724.59131944127,1368.75,231.0,3660.0,60.0,0.5,57.546592037663736,1.803266357830129
a051227_085842.rf.pcm.dynspec,53731.37465279848,1368.75,231.0,1859.99,60.0,0.5,51.55942225120261,1.543533555397115
a051227_093431.rf.pcm.dynspec,53731.39965281852,1368.75,231.0,3659.99,60.0,0.5,49.64337279326094,1.4536160749580311
a051227_104031.rf.pcm.dynspec,53731.445486129225,1368.75,231.0,1379.99,60.0,0.5,50.260262525133044,1.4536160749580311
a051228_091642.rf.pcm.dynspec,53732.387152798525,1368.75,231.0,3659.99,60.0,0.5,49.4877647090361,1.4536160749580311
a051229_094001.rf.pcm.dynspec,53733.403356497125,1368.75,231.0,3839.99,60.0,0.5,57.856739387017605,1.803266357830129
a051230_071310.rf.pcm.dynspec,53734.30127313132,1368.75,231.0,3659.99,60.0,0.5,70.65056676066935,2.4391358830909695
a051230_081943.rf.pcm.dynspec,53734.34756941372,1368.75,231.0,3659.99,60.0,0.5,65.77211457930693,2.197994604938195
a051230_092621.rf.pcm.dynspec,53734.39386573408,1368.75,231.0,3840.0,60.0,0.5,66.56632172314247,2.2746926130851506
a060101_082911.rf.pcm.dynspec,53736.35416670412,1368.75,231.0,1559.99,60.0,0.5,53.21089393641807,1.591283365946186
a060101_090931.rf.pcm.dynspec,53736.382175936924,1368.75,231.0,3860.99,61.0,0.5,52.322398610931835,1.591283365946186
a060101_101711.rf.pcm.dynspec,53736.429166730624,1368.75,231.0,3839.99,60.0,0.5,51.94417750995352,1.543533555397115
a060102_123253.rf.pcm.dynspec,53737.523379655424,1368.75,231.0,3659.99,60.0,0.5,48.12811311191949,1.4112682924569313
a060104_085543.rf.pcm.dynspec,53739.372569505125,1368.75,231.0,3660.0,60.0,0.5,60.833743453827886,1.9234888922870432
a060104_111453.rf.pcm.dynspec,53739.469212994125,1368.75,231.0,3659.99,60.0,0.5,62.49133797320613,2.0546413088567057
a060131_084003.rf.pcm.dynspec,53766.36168984482,1368.75,231.0,1859.99,60.0,0.5,50.67454006454395,1.4976753781003467
a060131_091653.rf.pcm.dynspec,53766.38726853692,1368.75,231.0,3839.99,60.0,0.5,48.47608773550983,1.4112682924569313
a060202_071103.rf.pcm.dynspec,53768.299884312524,1368.75,231.0,3660.0,60.0,0.5,63.73889062258673,2.1247066525716356
a060208_133124.rf.pcm.dynspec,53774.564004622975,1368.75,231.0,3840.0,60.0,0.5,67.30697424476375,2.2746926130851506
a060211_075354.rf.pcm.dynspec,53777.32962963882,1368.75,231.0,3839.99,60.0,0.5,49.8997036829832,1.4536160749580311
a060211_090333.rf.pcm.dynspec,53777.37800927107,1368.75,231.0,3839.99,60.0,0.5,49.067988185646364,1.4536160749580311
a060212_072433.rf.pcm.dynspec,53778.309259284324,1368.75,231.0,3839.99,60.0,0.5,51.662019905086325,1.543533555397115
a060212_133033.rf.pcm.dynspec,53778.563425947075,1368.75,231.0,3659.99,60.0,0.5,53.1256325208021,1.591283365946186
a060302_060723.rf.pcm.dynspec,53796.25567131122,1368.75,231.0,3839.99,60.0,0.5,59.38219576364418,1.9234888922870432
a060302_094523.rf.pcm.dynspec,53796.40706021323,1368.75,231.0,3845.0,60.0,0.5,61.91203705621656,1.9876233575730673
a060306_050345.rf.pcm.dynspec,53800.211458350925,1368.75,231.0,3839.99,60.0,0.5,51.82161664906787,1.543533555397115
a060322_040153.rf.pcm.dynspec,53816.16851857917,1368.75,231.0,3840.0,60.0,0.5,67.07677456340376,2.2746926130851506
a060322_054633.rf.pcm.dynspec,53816.241203723075,1368.75,231.0,3840.0,60.0,0.5,68.18648599756868,3.7951657604549567
a060323_044224.rf.pcm.dynspec,53817.196643608026,1368.75,231.0,3839.99,60.0,0.5,55.97685489854695,1.7468997889703317
a060323_061924.rf.pcm.dynspec,53817.26400471622,1368.75,231.0,3839.99,60.0,0.5,55.718405670641786,1.6928583504407229
a060407_030424.rf.pcm.dynspec,53832.12858801107,1368.75,231.0,3840.0,60.0,0.5,82.33204756052108,3.03846446103492
a060408_031823.rf.pcm.dynspec,53833.13831021848,1368.75,231.0,3600.01,60.0,0.5,75.61020584050732,2.619821443152283
a060409_040843.rf.pcm.dynspec,53834.17326400552,1368.75,231.0,3839.99,60.0,0.5,61.882221120980105,2.0546413088567057
a060411_043034.rf.pcm.dynspec,53836.188425993125,1432.75,231.0,1919.99,60.0,0.5,68.36333559945363,2.355001362925975
a060415_020311.rf.pcm.dynspec,53840.08611121152,1368.75,231.0,1860.0,60.0,0.5,61.76507248408605,1.8620844736712492
a060415_035732.rf.pcm.dynspec,53840.16550936552,1368.75,231.0,2400.0,60.0,0.5,59.55502577622977,1.9234888922870432
a060415_045741.rf.pcm.dynspec,53840.207291773026,1368.75,231.0,1739.99,60.0,0.5,63.19391594838284,2.6955012927319935
a060418_000351.rf.pcm.dynspec,53843.00324079658,1368.75,231.0,3660.0,60.0,0.5,83.92332497941159,3.1568918983840106
a060421_065633.rf.pcm.dynspec,53846.289814899275,1368.75,231.0,3660.0,60.0,0.5,62.651967408289515,1.9234888922870432
a060424_034803.rf.pcm.dynspec,53849.158912087776,1368.75,231.0,3840.0,60.0,0.5,89.44933961049315,3.551288462563946
a060508_230634.rf.pcm.dynspec,53863.96342603493,1368.75,231.0,1979.99,60.0,0.5,63.27458305065265,2.0546413088567057
a060508_234313.rf.pcm.dynspec,53863.988888986125,1368.75,231.0,2339.99,60.0,0.5,65.11501949203391,2.197994604938195
a060509_002625.rf.pcm.dynspec,53864.01886580943,1368.75,231.0,2339.99,60.0,0.5,67.97794240780907,2.2746926130851506
a060509_010943.rf.pcm.dynspec,53864.04895842767,1368.75,231.0,2039.99,60.0,0.5,68.70969453729647,2.197994604938195
a060509_014813.rf.pcm.dynspec,53864.07569453312,1368.75,231.0,1979.99,60.0,0.5,66.50981945114435,2.197994604938195
a060509_022503.rf.pcm.dynspec,53864.10127323477,1368.75,231.0,3240.0,60.0,0.5,66.83464358181018,2.2746926130851506
a060509_032333.rf.pcm.dynspec,53864.14189822353,1368.75,231.0,2159.99,60.0,0.5,67.76435020582144,2.2746926130851506
a060510_015233.rf.pcm.dynspec,53865.078703817126,1368.75,231.0,2460.0,60.0,0.5,81.57838792061715,3.03846446103492
a060526_221343.rf.pcm.dynspec,53881.92673621542,1369.0,230.5,3659.99,60.0,0.5,78.70592810259095,2.9258879580294206
a060526_232919.rf.pcm.dynspec,53881.97916675022,1368.75,231.0,3659.99,60.0,0.5,78.2094849762934,2.818805433538536
a060527_003433.rf.pcm.dynspec,53882.02453711022,1368.75,231.0,3844.99,60.0,0.5,78.5450327906397,2.9258879580294206
a060527_234613.rf.pcm.dynspec,53882.99097225962,1368.75,231.0,3840.0,60.0,0.5,97.32952794021887,3.851416321570973
a060528_022603.rf.pcm.dynspec,53883.10196762768,1368.75,231.0,3660.01,60.0,0.5,97.42470916341289,4.014226002482275
a060528_033313.rf.pcm.dynspec,53883.14861117343,1368.75,231.0,1859.99,60.0,0.5,103.86662682276187,4.186344478271465
a060528_041113.rf.pcm.dynspec,53883.17500006382,1368.75,231.0,3659.99,60.0,0.5,99.81904405616434,4.014226002482275
a060529_214733.rf.pcm.dynspec,53884.90856495473,1368.75,231.0,1259.99,60.0,0.5,107.3354413135297,5.955608587217014
a060613_234704.rf.pcm.dynspec,53899.99155096248,1368.75,231.0,3660.0,60.0,0.5,97.75120036899902,4.014226002482275
a060616_023703.rf.pcm.dynspec,53902.109606517726,1369.0,230.5,2700.0,60.0,0.5,100.81588608585183,4.014226002482275
a060616_204633.rf.pcm.dynspec,53902.866203758225,1370.75,227.0,3660.0,60.0,0.5,91.1787084993819,3.551288462563946
a060616_220457.rf.pcm.dynspec,53902.92060190942,1369.0,230.5,1319.99,60.0,0.5,88.62544751961087,4.293727850306809
a060617_205613.rf.pcm.dynspec,53903.87291669197,1368.75,231.0,3660.0,60.0,0.5,77.0626580903321,2.9258879580294206
a060617_220233.rf.pcm.dynspec,53903.91898151288,1368.75,231.0,1860.0,60.0,0.5,76.23425664496611,2.7168857516354876
a060618_220343.rf.pcm.dynspec,53904.919791676075,1368.75,231.0,3840.0,60.0,0.5,82.73842867400694,3.1568918983840106
a060619_211543.rf.pcm.dynspec,53905.886458399626,1368.75,231.0,3659.99,60.0,0.5,103.27034311329096,4.368446777850529
a060619_221839.rf.pcm.dynspec,53905.93009264878,1368.75,231.0,3539.99,60.0,0.5,104.08325267762254,4.368446777850529
a060620_222653.rf.pcm.dynspec,53906.93587978812,1369.0,230.5,2039.99,60.0,0.5,121.98665381573912,5.456885622347279
a060630_185643.rf.pcm.dynspec,53916.78993060497,1368.75,231.0,3845.0,60.0,0.5,92.68309216154809,3.6972944497657707
a060630_200824.rf.pcm.dynspec,53916.83969910177,1368.75,231.0,1859.99,60.0,0.5,94.30512983741323,3.851416321570973
a060630_210521.rf.pcm.dynspec,53916.87928244148,1368.75,231.0,3660.0,60.0,0.5,94.59241737243498,3.851416321570973
a060630_232432.rf.pcm.dynspec,53916.975925981875,1368.75,231.0,3660.0,60.0,0.5,97.00533774418967,3.851416321570973
a060701_192313.rf.pcm.dynspec,53917.80833339392,1368.75,231.0,3659.99,60.0,0.5,113.42094890378243,4.982339246578682
a060701_202844.rf.pcm.dynspec,53917.853819484124,1368.75,231.0,1860.0,60.0,0.5,117.23445684115015,5.212417522985277
a060703_221143.rf.pcm.dynspec,53919.925347284676,1368.75,231.0,1860.0,60.0,0.5,95.05017590555758,3.851416321570973
a060703_234004.rf.pcm.dynspec,53919.98668986622,1368.75,231.0,3670.0,60.0,0.5,87.17678085991237,3.4128710329393996
a060704_004554.rf.pcm.dynspec,53920.03240745572,1368.75,231.0,1860.0,60.0,0.5,91.05679966479227,3.551288462563946
a060715_215514.rf.pcm.dynspec,53931.913888934025,1368.75,231.0,3660.0,60.0,0.5,84.68016089479868,3.2815554257926465
a060715_230514.rf.pcm.dynspec,53931.962500031674,1368.75,231.0,3660.0,60.0,0.5,84.73417041301948,3.2815554257926465
a060716_001324.rf.pcm.dynspec,53932.00983799897,1368.75,231.0,3660.0,60.0,0.5,84.9448560436919,3.2815554257926465
a060716_231944.rf.pcm.dynspec,53932.972569468475,1368.75,231.0,3660.0,60.0,0.5,79.81234554003449,2.9258879580294206
a060807_171759.rf.pcm.dynspec,53954.72129633922,1368.75,231.0,3359.99,60.0,0.5,81.65958853824783,3.03846446103492
a060820_210141.rf.pcm.dynspec,53967.876620383875,1368.75,231.0,1680.0,60.0,0.5,85.41374698693521,3.1568918983840106
a060820_213100.rf.pcm.dynspec,53967.89699075968,1368.75,231.0,1560.0,60.0,0.5,79.52592678546583,3.830977858052698
a060913_190500.rf.pcm.dynspec,53991.795601908125,1368.75,231.0,3359.99,60.0,0.5,85.48676456736428,3.03846446103492
a060913_201049.rf.pcm.dynspec,53991.84131948298,1368.75,231.0,3840.0,60.0,0.5,89.43178630280873,3.4128710329393996
a061003_150437.rf.pcm.dynspec,54011.628703765076,1368.75,231.0,3840.0,60.0,0.5,75.99509838430673,2.7168857516354876
a061003_164929.rf.pcm.dynspec,54011.70150468157,1368.75,231.0,3840.0,60.0,0.5,77.3983086348831,2.818805433538536
a061003_183019.rf.pcm.dynspec,54011.771527823425,1368.75,231.0,3840.0,60.0,0.5,75.80815293165284,2.7168857516354876
a061003_201430.rf.pcm.dynspec,54011.84386577887,1368.75,231.0,2340.0,60.0,0.5,74.34977705237759,2.619821443152283
a061003_210101.rf.pcm.dynspec,54011.87615754122,1368.75,231.0,1319.99,60.0,0.5,76.71084558551503,2.7168857516354876
a061004_124543.rf.pcm.dynspec,54012.532175966975,1368.75,231.0,2160.0,60.0,0.5,65.79009273738919,2.197994604938195
a061004_134614.rf.pcm.dynspec,54012.57430560132,1368.75,231.0,3839.99,60.0,0.5,65.92104370472077,2.197994604938195
a061004_152323.rf.pcm.dynspec,54012.64166670532,1368.75,231.0,3839.99,60.0,0.5,68.00571016114831,2.197994604938195
a061004_170309.rf.pcm.dynspec,54012.710995403424,1368.75,231.0,1500.0,60.0,0.5,66.06164054850973,2.882536859980849
a061005_133658.rf.pcm.dynspec,54013.56782410907,1368.75,231.0,3840.0,60.0,0.5,66.72738888777211,2.2746926130851506
a061005_145228.rf.pcm.dynspec,54013.62025468597,1368.75,231.0,2460.0,60.0,0.5,67.06167237122446,2.2746926130851506
a061005_162929.rf.pcm.dynspec,54013.68761578477,1368.75,231.0,3840.0,60.0,0.5,68.10160314399546,2.355001362925975
a061005_173749.rf.pcm.dynspec,54013.73506947982,1368.75,231.0,3839.99,60.0,0.5,67.68409233289844,2.355001362925975
a061005_192521.rf.pcm.dynspec,54013.80972225268,1368.75,231.0,3840.0,60.0,0.5,68.40934443922944,2.2746926130851506
a061005_215009.rf.pcm.dynspec,54013.91030093178,1368.75,231.0,2160.0,60.0,0.5,69.1280740670418,2.355001362925975
a061005_222722.rf.pcm.dynspec,54013.936111172974,1368.75,231.0,2160.0,60.0,0.5,67.80264748836103,2.355001362925975
a061018_165429.rf.pcm.dynspec,54026.704976910674,1368.75,231.0,3840.0,60.0,0.5,83.22224089015305,3.1568918983840106
a061019_123609.rf.pcm.dynspec,54027.52557885742,1368.75,231.0,3839.99,60.0,0.5,85.35064585735138,3.2815554257926465
a061019_182850.rf.pcm.dynspec,54027.770486260924,1368.75,231.0,3839.99,60.0,0.5,85.7229378433703,3.2815554257926465
a061019_211417.rf.pcm.dynspec,54027.88541671942,1368.75,231.0,3240.0,60.0,0.5,84.42196433466695,3.1568918983840106
a061101_143909.rf.pcm.dynspec,54040.61099541217,1368.75,231.0,3840.0,60.0,0.5,65.63207092665766,2.197994604938195
a061102_192139.rf.pcm.dynspec,54041.80717599743,1368.75,231.0,3839.99,60.0,0.5,58.51310316454969,1.8620844736712492
a061103_194838.rf.pcm.dynspec,54042.825926043224,1368.75,231.0,3839.99,60.0,0.5,62.12390722996666,1.9876233575730673
a061125_184500.rf.pcm.dynspec,54064.78171307092,1368.75,231.0,3479.99,60.0,0.5,52.42654813246924,1.591283365946186
a061216_082359.rf.pcm.dynspec,54085.350463003175,1369.25,230.0,2640.0,60.0,0.5,69.37252605303706,2.355001362925975
a061216_103207.rf.pcm.dynspec,54085.43946764518,1432.25,230.0,3840.0,60.0,0.5,65.87565421028297,2.197994604938195
a061217_084339.rf.pcm.dynspec,54086.36412038698,1432.75,231.0,3840.0,60.0,0.5,57.57060696130556,1.803266357830129
a061217_113847.rf.pcm.dynspec,54086.48576392407,1432.75,231.0,1440.01,60.0,0.5,58.63513261197972,1.803266357830129
a061217_175529.rf.pcm.dynspec,54086.74733808782,1432.75,231.0,1319.99,60.0,0.5,55.40856396047621,2.2230652368138415
a061225_123919.rf.pcm.dynspec,54094.527777867224,1432.75,231.0,3659.99,60.0,0.5,52.890929707686176,1.591283365946186
a061225_134607.rf.pcm.dynspec,54094.574189901075,1432.75,231.0,3845.0,60.0,0.5,53.28078535484516,1.641023368779674
a061226_090428.rf.pcm.dynspec,54095.378587997075,1432.75,231.0,3845.0,60.0,0.5,62.730460579368675,2.0546413088567057
a061226_102237.rf.pcm.dynspec,54095.43287042227,1432.75,231.0,3840.0,60.0,0.5,63.43008813253201,2.0546413088567057
a061226_113309.rf.pcm.dynspec,54095.481828731376,1432.75,231.0,3840.0,60.0,0.5,62.11641846438395,2.0546413088567057
a061227_102147.rf.pcm.dynspec,54096.43229170022,1432.75,231.0,3059.99,60.0,0.5,65.48290815375393,2.1247066525716356
a061227_111859.rf.pcm.dynspec,54096.471990785976,1432.75,231.0,3060.0,60.0,0.5,69.17008610783182,2.355001362925975
a061227_121549.rf.pcm.dynspec,54096.511458374225,1432.75,231.0,3610.0,60.0,0.5,66.15842119204548,2.197994604938195
a061228_091119.rf.pcm.dynspec,54097.38333339137,1432.75,231.0,3840.0,60.0,0.5,60.26930325533012,1.9234888922870432
a061228_113409.rf.pcm.dynspec,54097.48252316438,1432.75,231.0,3840.0,60.0,0.5,61.71673701060939,2.0546413088567057
a061228_124359.rf.pcm.dynspec,54097.53101855442,1432.75,231.0,3840.0,60.0,0.5,58.877240646699995,1.8620844736712492
a061229_105210.rf.pcm.dynspec,54098.453356579026,1432.75,231.0,2699.99,60.0,0.5,50.513631987274934,1.4976753781003467
a061229_114528.rf.pcm.dynspec,54098.49039361258,1432.75,231.0,3599.99,60.0,0.5,52.16497264721313,1.591283365946186
a061230_094650.rf.pcm.dynspec,54099.40798620782,1432.75,231.0,2699.99,60.0,0.5,49.926048826433394,1.4536160749580311
a061230_103808.rf.pcm.dynspec,54099.44363432672,1432.75,231.0,2699.99,60.0,0.5,50.16303435958311,1.4976753781003467
a061230_112939.rf.pcm.dynspec,54099.479398217925,1432.75,231.0,2699.99,60.0,0.5,50.618779979241324,1.4976753781003467
a061231_071729.rf.pcm.dynspec,54100.30428249402,1432.75,231.0,3839.99,60.0,0.5,52.790759316956596,1.591283365946186
a061231_092039.rf.pcm.dynspec,54100.38981490782,1432.75,231.0,3599.99,60.0,0.5,54.492630631510714,1.641023368779674
a061231_103348.rf.pcm.dynspec,54100.440625096126,1432.75,231.0,3599.99,60.0,0.5,54.944191184291036,1.6928583504407229
a061231_113910.rf.pcm.dynspec,54100.485995460826,1432.75,231.0,3599.99,60.0,0.5,54.612133247380534,1.6928583504407229
a061231_134039.rf.pcm.dynspec,54100.57037045297,1432.75,231.0,3599.99,60.0,0.5,56.20072204647574,1.7468997889703317
a061231_144629.rf.pcm.dynspec,54100.61608804583,1432.75,231.0,2399.99,60.0,0.5,58.61147893284394,1.8620844736712492
a070101_094038.rf.pcm.dynspec,54101.40370375307,1432.75,231.0,3840.0,60.0,0.5,63.65895037483315,2.1247066525716356
a070101_123329.rf.pcm.dynspec,54101.523726891624,1432.75,231.0,2219.99,60.0,0.5,69.05651033722836,3.667112803286731
a070118_070948.rf.pcm.dynspec,54118.29895842282,1432.75,231.0,3839.99,60.0,0.5,61.01560769091059,1.9876233575730673
a070119_092629.rf.pcm.dynspec,54119.39386577802,1432.75,231.0,3839.99,60.0,0.5,64.49462881418653,2.1247066525716356
a070121_115350.rf.pcm.dynspec,54121.49618056372,1432.75,231.0,1919.99,60.0,0.5,51.10666448803622,1.4976753781003467
a070205_051128.rf.pcm.dynspec,54136.216782387375,1432.75,231.0,3840.0,60.0,0.5,68.09143726799464,2.2746926130851506
a070205_064640.rf.pcm.dynspec,54136.28287036417,1432.75,231.0,3840.0,60.0,0.5,67.55875699109579,2.2746926130851506
a070207_080856.rf.pcm.dynspec,54138.34004632932,1432.75,231.0,3599.99,60.0,0.5,52.43005674270085,1.591283365946186
a070207_091449.rf.pcm.dynspec,54138.385763902625,1432.75,231.0,3839.99,60.0,0.5,52.454234707945254,1.591283365946186
a070207_135929.rf.pcm.dynspec,54138.58344909218,1432.75,231.0,3180.0,60.0,0.5,52.331199589855395,1.591283365946186
a070208_052129.rf.pcm.dynspec,54139.223726851975,1432.75,231.0,3840.0,60.0,0.5,47.87702975543117,1.3705497186684674
a070217_075949.rf.pcm.dynspec,54148.33368059673,1432.75,231.0,3840.0,60.0,0.5,68.1351736866355,2.355001362925975
a070307_054057.rf.pcm.dynspec,54166.23726849297,1432.75,231.0,3840.0,60.0,0.5,66.83834302419251,2.2746926130851506
a070310_071209.rf.pcm.dynspec,54169.300578722876,1432.75,231.0,3839.99,60.0,0.5,58.229098296037144,1.8620844736712492
a070312_073729.rf.pcm.dynspec,54171.31817127417,1432.75,231.0,3840.0,60.0,0.5,74.8519786950938,2.7168857516354876
a070410_035129.rf.pcm.dynspec,54200.16122682682,1432.75,231.0,3839.99,60.0,0.5,82.64166665777269,3.1568918983840106
a070413_023416.rf.pcm.dynspec,54203.107638931026,1432.75,231.0,3490.0,60.0,0.5,63.33696788409811,2.1247066525716356
a070414_073649.rf.pcm.dynspec,54204.317708305876,1430.75,227.0,1320.01,60.0,0.5,77.08687882862802,3.6915722490933334
